No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2583,2014,4,18,14,158,11,20,1019,SE,9.39,0,0
2584,2014,4,18,15,158,11,20,1018,SE,12.52,0,0
2585,2014,4,18,16,176,11,20,1018,SE,16.54,0,0
2586,2014,4,18,17,162,11,19,1018,SE,20.56,0,0
2587,2014,4,18,18,153,11,18,1018,SE,25.48,0,0
2588,2014,4,18,19,129,5,16,1019,SE,31.29,0,0
2589,2014,4,18,20,92,5,15,1021,SE,34.42,0,0
2590,2014,4,18,21,83,4,14,1022,SE,37.55,0,0
2591,2014,4,18,22,74,3,14,1022,SE,41.57,0,0
2592,2014,4,18,23,86,2,14,1023,SE,44.7,0,0
2593,2014,4,19,0,83,3,13,1023,SE,46.49,0,0
2594,2014,4,19,1,84,5,12,1023,cv,0.89,0,0
2595,2014,4,19,2,84,3,12,1022,cv,1.78,0,0
2596,2014,4,19,3,77,4,12,1022,cv,2.67,0,0
2597,2014,4,19,4,75,4,12,1021,cv,3.56,0,0
2598,2014,4,19,5,64,6,12,1021,SE,0.89,0,0
2599,2014,4,19,6,59,5,12,1022,SE,1.78,0,0
2600,2014,4,19,7,59,4,13,1022,SE,3.57,0,0
2601,2014,4,19,8,72,4,13,1022,SE,5.36,0,0
2602,2014,4,19,9,69,4,14,1022,SE,7.15,0,0
2603,2014,4,19,10,69,4,14,1022,SE,8.94,0,1
2604,2014,4,19,11,56,-1,15,1022,SE,13.86,0,2
2605,2014,4,19,12,44,-2,14,1022,SE,16.99,0,3
2606,2014,4,19,13,48,1,14,1022,SE,18.78,0,4
2607,2014,4,19,14,40,3,14,1021,SE,23.7,0,0
2608,2014,4,19,15,46,4,13,1020,SE,28.62,0,1
2609,2014,4,19,16,55,4,14,1019,SE,34.43,0,2
2610,2014,4,19,17,57,3,14,1019,SE,38.45,0,0
2611,2014,4,19,18,52,3,14,1018,SE,42.47,0,0
2612,2014,4,19,19,55,4,12,1018,SE,45.6,0,0
2613,2014,4,19,20,59,4,11,1018,SE,48.73,0,0
2614,2014,4,19,21,67,5,11,1019,SE,50.52,0,0
2615,2014,4,19,22,72,5,9,1019,cv,0.89,0,0
2616,2014,4,19,23,78,5,9,1019,SE,1.79,0,0
2617,2014,4,20,0,95,5,8,1019,cv,0.89,0,0
2618,2014,4,20,1,105,6,8,1019,NE,0.89,0,0
2619,2014,4,20,2,112,5,8,1018,NE,1.78,0,0
2620,2014,4,20,3,128,5,7,1018,cv,0.89,0,0
2621,2014,4,20,4,127,5,7,1018,cv,1.78,0,0
2622,2014,4,20,5,128,3,5,1018,NW,1.79,0,0
2623,2014,4,20,6,121,4,6,1018,NW,4.92,0,0
2624,2014,4,20,7,84,5,9,1018,NW,8.94,0,0
2625,2014,4,20,8,87,5,13,1018,NW,12.07,0,0
2626,2014,4,20,9,64,4,15,1018,NW,15.2,0,0
2627,2014,4,20,10,52,2,16,1018,NW,16.99,0,0
2628,2014,4,20,11,30,0,17,1018,NW,20.12,0,0
2629,2014,4,20,12,23,-1,19,1017,NW,21.91,0,0
2630,2014,4,20,13,22,-2,20,1016,SE,3.13,0,0
2631,2014,4,20,14,17,-1,22,1015,cv,3.13,0,0
2632,2014,4,20,15,22,-2,22,1014,NW,4.92,0,0
2633,2014,4,20,16,33,-2,22,1013,SE,4.02,0,0
2634,2014,4,20,17,43,-1,22,1013,SE,8.94,0,0
2635,2014,4,20,18,49,2,20,1013,SE,13.86,0,0
2636,2014,4,20,19,56,2,19,1013,SE,17.88,0,0
2637,2014,4,20,20,59,3,19,1014,SE,21.9,0,0
2638,2014,4,20,21,69,4,19,1015,SE,25.92,0,0
2639,2014,4,20,22,59,5,18,1015,SE,29.94,0,0
2640,2014,4,20,23,72,5,14,1016,NE,1.79,0,0
2641,2014,4,21,0,76,3,11,1016,NW,1.79,0,0
2642,2014,4,21,1,90,5,10,1016,cv,0.45,0,0
2643,2014,4,21,2,91,4,9,1016,NW,1.79,0,0
2644,2014,4,21,3,90,3,11,1016,NW,2.68,0,0
2645,2014,4,21,4,91,2,9,1016,NW,4.47,0,0
2646,2014,4,21,5,66,2,10,1016,NW,6.26,0,0
2647,2014,4,21,6,46,2,10,1017,NW,8.05,0,0
2648,2014,4,21,7,49,3,12,1018,cv,0.89,0,0
2649,2014,4,21,8,48,2,15,1018,cv,1.78,0,0
2650,2014,4,21,9,45,0,18,1018,NE,1.79,0,0
2651,2014,4,21,10,44,-2,21,1018,cv,1.79,0,0
2652,2014,4,21,11,39,-5,22,1018,NE,1.79,0,0
2653,2014,4,21,12,23,-5,24,1017,SE,1.79,0,0
2654,2014,4,21,13,26,-3,25,1016,cv,1.79,0,0
2655,2014,4,21,14,24,-2,25,1015,SE,4.92,0,0
2656,2014,4,21,15,25,-2,25,1013,SE,8.94,0,0
2657,2014,4,21,16,30,-2,25,1013,SE,14.75,0,0
2658,2014,4,21,17,44,-2,24,1013,SE,22.8,0,0
2659,2014,4,21,18,30,-2,23,1013,SE,27.72,0,0
2660,2014,4,21,19,32,-1,20,1014,SE,30.85,0,0
2661,2014,4,21,20,36,0,21,1014,SE,34.87,0,0
2662,2014,4,21,21,43,1,18,1015,cv,0.89,0,0
2663,2014,4,21,22,66,2,21,1015,NW,3.13,0,0
2664,2014,4,21,23,68,4,14,1015,cv,0.89,0,0
2665,2014,4,22,0,73,4,12,1016,SE,1.79,0,0
2666,2014,4,22,1,90,4,12,1016,SE,3.58,0,0
2667,2014,4,22,2,106,3,10,1016,NW,1.79,0,0
2668,2014,4,22,3,102,4,9,1016,NW,2.68,0,0
2669,2014,4,22,4,66,3,8,1016,NW,3.57,0,0
2670,2014,4,22,5,65,3,8,1015,NW,5.36,0,0
2671,2014,4,22,6,52,1,9,1016,NW,7.15,0,0
2672,2014,4,22,7,68,3,12,1016,NW,8.94,0,0
2673,2014,4,22,8,104,0,17,1016,NW,12.07,0,0
2674,2014,4,22,9,84,1,21,1016,NW,13.86,0,0
2675,2014,4,22,10,42,0,23,1015,NW,15.65,0,0
2676,2014,4,22,11,36,0,24,1015,cv,1.79,0,0
2677,2014,4,22,12,56,0,26,1014,cv,3.58,0,0
2678,2014,4,22,13,51,0,27,1013,SE,4.92,0,0
2679,2014,4,22,14,170,0,27,1011,SE,9.84,0,0
2680,2014,4,22,15,87,0,27,1010,SE,13.86,0,0
2681,2014,4,22,16,55,2,27,1009,SE,19.67,0,0
2682,2014,4,22,17,107,3,26,1009,SE,24.59,0,0
2683,2014,4,22,18,105,4,25,1009,SE,30.4,0,0
2684,2014,4,22,19,66,4,24,1009,SE,35.32,0,0
2685,2014,4,22,20,73,6,23,1010,SE,40.24,0,0
2686,2014,4,22,21,76,6,21,1011,SE,43.37,0,0
2687,2014,4,22,22,60,5,21,1011,SE,46.5,0,0
2688,2014,4,22,23,64,7,19,1011,SE,48.29,0,0
2689,2014,4,23,0,73,8,19,1011,SE,52.31,0,0
2690,2014,4,23,1,81,9,18,1011,SE,56.33,0,0
2691,2014,4,23,2,88,9,17,1011,SE,60.35,0,0
2692,2014,4,23,3,98,10,17,1010,SE,64.37,0,0
2693,2014,4,23,4,99,10,16,1011,SE,66.16,0,0
2694,2014,4,23,5,99,10,15,1011,SE,67.95,0,0
2695,2014,4,23,6,108,11,15,1011,SE,71.08,0,0
2696,2014,4,23,7,129,12,16,1012,SE,72.87,0,0
2697,2014,4,23,8,136,12,18,1012,SE,76,0,0
2698,2014,4,23,9,151,12,19,1012,SE,79.13,0,0
2699,2014,4,23,10,162,13,20,1012,SE,82.26,0,0
2700,2014,4,23,11,164,13,22,1011,SE,85.39,0,0
2701,2014,4,23,12,174,13,23,1010,SE,89.41,0,0
2702,2014,4,23,13,185,13,23,1010,SE,94.33,0,0
2703,2014,4,23,14,168,13,24,1009,SE,98.35,0,0
2704,2014,4,23,15,154,12,25,1008,SE,103.27,0,0
2705,2014,4,23,16,143,10,26,1007,SE,110.42,0,0
2706,2014,4,23,17,139,11,24,1007,SE,115.34,0,0
2707,2014,4,23,18,126,11,24,1007,SE,119.36,0,0
2708,2014,4,23,19,98,13,23,1009,SE,126.51,0,1
2709,2014,4,23,20,101,10,20,1009,cv,3.13,0,2
2710,2014,4,23,21,71,10,20,1011,SE,3.13,0,0
2711,2014,4,23,22,73,9,19,1011,SE,6.26,0,0
2712,2014,4,23,23,80,9,18,1012,SE,9.39,0,0
2713,2014,4,24,0,82,11,19,1012,SE,12.52,0,0
2714,2014,4,24,1,76,11,18,1013,SE,15.65,0,0
2715,2014,4,24,2,84,10,17,1013,SE,18.78,0,0
2716,2014,4,24,3,89,11,16,1013,SE,21.91,0,0
2717,2014,4,24,4,91,11,16,1013,SE,22.8,0,0
2718,2014,4,24,5,96,11,16,1013,SE,24.59,0,0
2719,2014,4,24,6,107,11,16,1013,SE,27.72,0,0
2720,2014,4,24,7,109,11,16,1014,SE,30.85,0,0
2721,2014,4,24,8,112,11,17,1015,SE,33.98,0,0
2722,2014,4,24,9,119,11,18,1015,SE,37.11,0,0
2723,2014,4,24,10,122,11,19,1016,SE,38.9,0,0
2724,2014,4,24,11,125,11,20,1016,cv,0.89,0,0
2725,2014,4,24,12,121,12,21,1015,cv,2.68,0,0
2726,2014,4,24,13,128,13,22,1015,SE,3.13,0,0
2727,2014,4,24,14,135,13,24,1014,SE,6.26,0,0
2728,2014,4,24,15,136,13,25,1013,SE,10.28,0,0
2729,2014,4,24,16,121,12,25,1012,SE,14.3,0,0
2730,2014,4,24,17,117,12,25,1012,SE,19.22,0,0
2731,2014,4,24,18,105,11,24,1013,SE,24.14,0,0
2732,2014,4,24,19,100,12,23,1014,SE,27.27,0,0
2733,2014,4,24,20,117,12,21,1015,SE,29.06,0,0
2734,2014,4,24,21,118,13,19,1015,cv,0.89,0,0
2735,2014,4,24,22,121,11,19,1016,SE,3.13,0,0
2736,2014,4,24,23,140,10,19,1016,SE,6.26,0,0
2737,2014,4,25,0,139,9,18,1016,SE,8.05,0,0
2738,2014,4,25,1,136,9,16,1016,cv,0.89,0,0
2739,2014,4,25,2,143,9,16,1016,SE,1.79,0,0
2740,2014,4,25,3,155,9,15,1016,cv,0.89,0,0
2741,2014,4,25,4,141,9,14,1016,SE,0.89,0,0
2742,2014,4,25,5,110,9,13,1016,SE,1.78,0,0
2743,2014,4,25,6,118,9,13,1017,NE,1.79,0,0
2744,2014,4,25,7,124,10,16,1017,SE,1.79,0,0
2745,2014,4,25,8,135,10,18,1017,SE,4.92,0,0
2746,2014,4,25,9,156,10,20,1018,SE,8.05,0,0
2747,2014,4,25,10,163,10,22,1018,cv,0.89,0,0
2748,2014,4,25,11,167,11,23,1018,cv,2.68,0,0
2749,2014,4,25,12,169,11,24,1017,cv,3.57,0,0
2750,2014,4,25,13,177,10,25,1016,cv,6.7,0,0
2751,2014,4,25,14,131,10,26,1016,SE,3.13,0,0
2752,2014,4,25,15,102,8,27,1015,SE,7.15,0,0
2753,2014,4,25,16,90,7,26,1014,SE,11.17,0,0
2754,2014,4,25,17,96,7,25,1014,NW,5.81,0,0
2755,2014,4,25,18,112,6,23,1015,NW,10.73,0,0
2756,2014,4,25,19,101,8,20,1016,NW,14.75,0,1
2757,2014,4,25,20,101,6,20,1016,NW,21.9,0,0
2758,2014,4,25,21,104,7,19,1017,NW,29.95,0,0
2759,2014,4,25,22,92,11,15,1019,NW,41.13,0,1
2760,2014,4,25,23,55,11,13,1019,NW,48.28,0,2
2761,2014,4,26,0,27,11,13,1019,NW,53.2,0,3
2762,2014,4,26,1,30,11,12,1020,NE,1.79,0,4
2763,2014,4,26,2,27,9,11,1019,NW,3.13,0,5
2764,2014,4,26,3,21,10,12,1019,NW,8.05,0,6
2765,2014,4,26,4,25,8,11,1019,NW,12.97,0,7
2766,2014,4,26,5,23,8,11,1020,NW,17.89,0,0
2767,2014,4,26,6,28,7,12,1020,NE,4.02,0,0
2768,2014,4,26,7,29,8,12,1021,NW,3.13,0,0
2769,2014,4,26,8,31,8,13,1021,NW,6.26,0,0
2770,2014,4,26,9,38,8,16,1022,NE,3.13,0,0
2771,2014,4,26,10,39,5,18,1021,NE,6.26,0,0
2772,2014,4,26,11,61,4,20,1021,NW,3.13,0,0
2773,2014,4,26,12,42,1,20,1021,NW,6.26,0,0
2774,2014,4,26,13,47,1,22,1020,cv,1.79,0,0
2775,2014,4,26,14,52,2,22,1020,cv,2.68,0,0
2776,2014,4,26,15,47,3,22,1019,SE,1.79,0,0
2777,2014,4,26,16,42,3,22,1019,SE,3.58,0,0
2778,2014,4,26,17,48,9,20,1018,SE,7.6,0,0
2779,2014,4,26,18,52,9,18,1019,SE,11.62,0,0
2780,2014,4,26,19,48,8,17,1019,SE,15.64,0,0
2781,2014,4,26,20,59,8,16,1020,SE,18.77,0,0
2782,2014,4,26,21,48,9,15,1021,SE,21.9,0,0
2783,2014,4,26,22,35,9,14,1021,SE,23.69,0,0
2784,2014,4,26,23,41,10,13,1021,cv,0.89,0,0
2785,2014,4,27,0,36,10,13,1021,SE,0.89,0,0
2786,2014,4,27,1,41,10,12,1021,NE,0.89,0,0
2787,2014,4,27,2,49,10,11,1021,SE,0.89,0,0
2788,2014,4,27,3,59,10,11,1021,cv,0.89,0,0
2789,2014,4,27,4,72,9,10,1020,NW,1.79,0,0
2790,2014,4,27,5,80,9,10,1020,NW,4.92,0,0
2791,2014,4,27,6,58,9,10,1021,NW,8.94,0,0
2792,2014,4,27,7,46,10,12,1021,NW,12.96,0,0
2793,2014,4,27,8,54,8,16,1021,NW,17.88,0,0
2794,2014,4,27,9,43,4,20,1021,NW,25.03,0,0
2795,2014,4,27,10,35,1,21,1021,NE,7.15,0,0
2796,2014,4,27,11,39,1,23,1021,NE,12.96,0,0
2797,2014,4,27,12,20,1,23,1021,NE,17.88,0,0
2798,2014,4,27,13,78,0,23,1020,NE,21.9,0,0
2799,2014,4,27,14,72,-2,24,1019,NW,1.79,0,0
2800,2014,4,27,15,84,0,24,1018,SE,1.79,0,0
2801,2014,4,27,16,55,-1,24,1018,cv,1.79,0,0
2802,2014,4,27,17,77,4,23,1018,SE,4.92,0,0
2803,2014,4,27,18,135,4,22,1018,SE,8.05,0,0
2804,2014,4,27,19,76,4,21,1019,SE,12.97,0,0
2805,2014,4,27,20,75,5,20,1020,SE,16.99,0,0
2806,2014,4,27,21,98,7,19,1020,SE,21.01,0,0
2807,2014,4,27,22,116,9,17,1021,SE,24.14,0,0
2808,2014,4,27,23,106,9,16,1022,SE,28.16,0,0
2809,2014,4,28,0,48,7,15,1022,SE,31.29,0,0
2810,2014,4,28,1,37,7,14,1022,cv,0.89,0,0
2811,2014,4,28,2,39,8,12,1022,NE,0.89,0,0
2812,2014,4,28,3,38,8,12,1022,cv,0.89,0,0
2813,2014,4,28,4,64,8,12,1021,cv,1.34,0,0
2814,2014,4,28,5,73,8,11,1021,cv,1.79,0,0
2815,2014,4,28,6,73,8,10,1022,NW,3.13,0,0
2816,2014,4,28,7,80,9,13,1022,NW,7.15,0,0
2817,2014,4,28,8,86,9,17,1022,NW,11.17,0,0
2818,2014,4,28,9,106,8,20,1021,NW,15.19,0,0
2819,2014,4,28,10,132,7,21,1021,NE,3.13,0,0
2820,2014,4,28,11,101,5,23,1020,cv,0.89,0,0
2821,2014,4,28,12,68,-2,24,1019,SE,3.13,0,0
2822,2014,4,28,13,51,0,25,1018,cv,3.13,0,0
2823,2014,4,28,14,47,1,25,1017,cv,6.26,0,0
2824,2014,4,28,15,41,0,26,1016,SE,3.13,0,0
2825,2014,4,28,16,42,0,26,1015,NW,3.13,0,0
2826,2014,4,28,17,49,0,25,1015,SE,3.13,0,0
2827,2014,4,28,18,58,2,24,1015,SE,8.94,0,0
2828,2014,4,28,19,63,3,22,1015,SE,13.86,0,0
2829,2014,4,28,20,67,3,20,1015,SE,17.88,0,0
2830,2014,4,28,21,72,5,19,1016,cv,0.89,0,0
2831,2014,4,28,22,105,7,16,1016,cv,1.78,0,0
2832,2014,4,28,23,86,8,15,1016,SE,0.89,0,0
2833,2014,4,29,0,81,8,14,1016,SE,2.68,0,0
2834,2014,4,29,1,92,6,15,1016,SE,4.47,0,0
2835,2014,4,29,2,93,6,14,1016,SE,6.26,0,0
2836,2014,4,29,3,105,5,14,1016,SE,8.05,0,0
2837,2014,4,29,4,94,5,12,1016,NE,0.89,0,0
2838,2014,4,29,5,91,5,11,1016,cv,0.45,0,0
2839,2014,4,29,6,83,7,11,1016,NE,0.89,0,0
2840,2014,4,29,7,96,7,15,1016,cv,0.89,0,0
2841,2014,4,29,8,113,4,17,1016,cv,1.78,0,0
2842,2014,4,29,9,121,4,19,1016,cv,2.67,0,0
2843,2014,4,29,10,136,5,21,1015,cv,3.56,0,0
2844,2014,4,29,11,132,4,22,1015,SE,1.79,0,0
2845,2014,4,29,12,133,5,23,1014,cv,1.79,0,0
2846,2014,4,29,13,136,6,25,1012,SE,1.79,0,0
2847,2014,4,29,14,111,5,26,1011,SE,4.92,0,0
2848,2014,4,29,15,106,4,27,1010,SE,8.05,0,0
2849,2014,4,29,16,104,4,27,1009,SE,12.97,0,0
2850,2014,4,29,17,98,3,26,1009,SE,16.99,0,0
2851,2014,4,29,18,99,5,25,1009,SE,21.91,0,0
2852,2014,4,29,19,90,6,24,1009,SE,25.93,0,0
2853,2014,4,29,20,95,7,23,1010,SE,29.95,0,0
2854,2014,4,29,21,105,8,22,1010,SE,33.08,0,0
2855,2014,4,29,22,99,8,21,1010,SE,34.87,0,0
2856,2014,4,29,23,102,8,19,1011,SE,36.66,0,0
2857,2014,4,30,0,103,9,18,1011,SE,38.45,0,0
2858,2014,4,30,1,89,9,17,1010,SE,40.24,0,0
2859,2014,4,30,2,89,10,16,1010,SE,41.13,0,0
2860,2014,4,30,3,94,9,14,1010,cv,0.89,0,0
2861,2014,4,30,4,97,9,13,1010,NE,0.89,0,0
2862,2014,4,30,5,100,9,13,1010,NE,1.78,0,0
2863,2014,4,30,6,111,9,12,1010,NE,2.67,0,0
2864,2014,4,30,7,115,10,15,1010,NE,3.56,0,0
2865,2014,4,30,8,146,10,18,1011,cv,0.89,0,0
2866,2014,4,30,9,156,11,20,1011,SE,1.79,0,0
2867,2014,4,30,10,221,11,22,1011,cv,0.89,0,0
2868,2014,4,30,11,170,11,24,1010,SE,3.13,0,0
2869,2014,4,30,12,135,10,26,1009,cv,3.13,0,0
2870,2014,4,30,13,98,9,27,1008,SE,4.02,0,0
2871,2014,4,30,14,86,9,28,1008,SE,8.04,0,0
2872,2014,4,30,15,81,9,28,1007,SE,12.96,0,0
2873,2014,4,30,16,79,9,28,1006,SE,17.88,0,0
2874,2014,4,30,17,153,9,28,1006,SE,21.9,0,0
2875,2014,4,30,18,119,8,26,1006,SE,26.82,0,0
2876,2014,4,30,19,94,9,25,1006,SE,29.95,0,0
2877,2014,4,30,20,91,10,22,1007,SE,33.08,0,0
2878,2014,4,30,21,90,10,23,1008,SE,37.1,0,0
2879,2014,4,30,22,90,10,22,1008,SE,41.12,0,0
2880,2014,4,30,23,87,11,22,1008,SE,45.14,0,0
2881,2014,5,1,0,94,11,20,1008,SE,48.27,0,0
2882,2014,5,1,1,97,11,19,1008,SE,51.4,0,0
2883,2014,5,1,2,107,12,18,1008,SE,54.53,0,0
2884,2014,5,1,3,112,13,17,1008,SE,56.32,0,0
2885,2014,5,1,4,152,12,16,1007,SE,58.11,0,0
2886,2014,5,1,5,129,12,15,1008,SE,59.9,0,0
2887,2014,5,1,6,135,13,16,1008,SE,61.69,0,0
2888,2014,5,1,7,135,14,18,1009,SE,63.48,0,0
2889,2014,5,1,8,150,14,20,1009,SE,66.61,0,0
2890,2014,5,1,9,162,14,21,1009,SE,68.4,0,0
2891,2014,5,1,10,155,15,23,1009,cv,0.89,0,0
2892,2014,5,1,11,143,15,25,1008,SE,4.92,0,0
2893,2014,5,1,12,144,15,26,1007,SE,9.84,0,0
2894,2014,5,1,13,158,15,26,1006,SE,13.86,0,0
2895,2014,5,1,14,202,14,27,1005,SE,18.78,0,0
2896,2014,5,1,15,143,13,27,1005,SE,23.7,0,0
2897,2014,5,1,16,147,12,28,1004,SE,30.85,0,0
2898,2014,5,1,17,136,6,24,1006,NW,8.94,0,0
2899,2014,5,1,18,130,4,22,1006,NW,16.09,0,1
2900,2014,5,1,19,68,8,20,1007,NW,21.9,0,0
2901,2014,5,1,20,113,4,19,1009,NW,33.97,0,0
2902,2014,5,1,21,54,4,18,1010,NW,43.8,0,0
2903,2014,5,1,22,51,4,15,1012,NW,57.66,0,1
2904,2014,5,1,23,48,1,15,1012,NW,67.49,0,0
2905,2014,5,2,0,47,1,15,1013,NW,76.43,0,0
2906,2014,5,2,1,44,0,14,1012,NW,87.61,0,0
2907,2014,5,2,2,34,0,14,1012,NW,97.44,0,0
2908,2014,5,2,3,28,-1,13,1012,NW,107.27,0,0
2909,2014,5,2,4,34,-1,13,1012,NW,116.21,0,0
2910,2014,5,2,5,34,-2,13,1013,NW,126.04,0,0
2911,2014,5,2,6,25,-2,13,1014,NW,134.09,0,0
2912,2014,5,2,7,26,-3,14,1015,NW,145.27,0,0
2913,2014,5,2,8,39,-5,15,1016,NW,156.45,0,0
2914,2014,5,2,9,52,-6,17,1017,NW,164.5,0,0
2915,2014,5,2,10,54,-7,19,1018,NW,171.65,0,0
2916,2014,5,2,11,50,-8,20,1018,NW,175.67,0,0
2917,2014,5,2,12,50,-9,21,1017,NW,180.59,0,0
2918,2014,5,2,13,60,-6,23,1015,NW,187.74,0,0
2919,2014,5,2,14,59,-6,24,1015,NW,192.66,0,0
2920,2014,5,2,15,49,-6,22,1015,NW,198.47,0,0
2921,2014,5,2,16,37,-1,22,1015,NW,207.41,0,0
2922,2014,5,2,17,32,0,21,1016,NW,216.35,0,0
2923,2014,5,2,18,24,1,18,1017,NW,226.18,0,0
2924,2014,5,2,19,17,2,17,1017,NW,231.99,0,0
2925,2014,5,2,20,21,2,15,1018,cv,0.89,0,0
2926,2014,5,2,21,27,1,17,1018,NW,1.79,0,0
2927,2014,5,2,22,27,1,17,1018,SE,4.02,0,0
2928,2014,5,2,23,42,3,13,1018,cv,0.89,0,0
2929,2014,5,3,0,42,5,11,1018,cv,1.78,0,0
2930,2014,5,3,1,55,6,10,1017,SE,0.89,0,0
2931,2014,5,3,2,48,4,9,1016,NE,1.79,0,0
2932,2014,5,3,3,40,4,9,1016,NE,2.68,0,0
2933,2014,5,3,4,42,5,9,1015,cv,0.89,0,0
2934,2014,5,3,5,39,4,7,1015,NE,0.89,0,0
2935,2014,5,3,6,64,5,8,1014,cv,0.89,0,0
2936,2014,5,3,7,88,6,12,1014,cv,1.78,0,0
2937,2014,5,3,8,104,6,14,1014,cv,2.67,0,0
2938,2014,5,3,9,122,4,17,1012,cv,4.46,0,0
2939,2014,5,3,10,167,3,20,1011,SE,3.13,0,0
2940,2014,5,3,11,116,4,22,1010,SE,8.05,0,0
2941,2014,5,3,12,121,1,24,1007,SE,16.1,0,0
2942,2014,5,3,13,113,-1,23,1006,SE,25.04,0,0
2943,2014,5,3,14,90,2,23,1008,NW,8.05,0,0
2944,2014,5,3,15,59,0,23,1008,NW,16.1,0,0
2945,2014,5,3,16,66,-5,23,1008,NW,28.17,0,0
2946,2014,5,3,17,95,-8,23,1008,NW,38,0,0
2947,2014,5,3,18,104,-10,20,1010,NW,53.2,0,0
2948,2014,5,3,19,117,-10,19,1012,NW,65.27,0,0
2949,2014,5,3,20,96,-7,17,1014,NW,76.45,0,0
2950,2014,5,3,21,50,-7,16,1016,NW,88.52,0,0
2951,2014,5,3,22,50,-8,14,1016,NW,99.7,0,0
2952,2014,5,3,23,48,-5,13,1017,NW,109.53,0,0
2953,2014,5,4,0,52,-5,12,1017,NW,123.39,0,0
2954,2014,5,4,1,39,-6,11,1018,NW,133.22,0,0
2955,2014,5,4,2,35,-6,11,1018,NW,142.16,0,0
2956,2014,5,4,3,50,-7,10,1018,NW,149.31,0,0
2957,2014,5,4,4,38,-7,10,1017,NW,155.12,0,0
2958,2014,5,4,5,41,-6,10,1017,NW,163.17,0,0
2959,2014,5,4,6,46,-6,10,1018,NW,168.98,0,0
2960,2014,5,4,7,51,-7,11,1018,NW,174.79,0,0
2961,2014,5,4,8,51,-9,13,1017,NW,183.73,0,0
2962,2014,5,4,9,59,-12,15,1017,NW,193.56,0,0
2963,2014,5,4,10,57,-14,17,1017,NW,205.63,0,0
2964,2014,5,4,11,56,-13,18,1017,NW,217.7,0,0
2965,2014,5,4,12,46,-14,19,1016,NW,230.66,0,0
2966,2014,5,4,13,50,-12,18,1016,NW,242.73,0,0
2967,2014,5,4,14,52,-12,17,1016,NW,255.69,0,0
2968,2014,5,4,15,49,-12,18,1017,NW,268.65,0,0
2969,2014,5,4,16,43,-13,18,1017,NW,281.61,0,0
2970,2014,5,4,17,43,-11,19,1017,NW,289.66,0,0
2971,2014,5,4,18,32,-12,16,1017,NW,299.49,0,0
2972,2014,5,4,19,26,-12,16,1017,NW,305.3,0,0
2973,2014,5,4,20,31,-10,14,1018,NW,310.22,0,0
2974,2014,5,4,21,32,-8,11,1019,NE,1.79,0,0
2975,2014,5,4,22,46,-8,14,1019,cv,1.79,0,0
2976,2014,5,4,23,98,-9,14,1019,SE,3.13,0,0
2977,2014,5,5,0,67,-2,8,1018,cv,0.89,0,0
2978,2014,5,5,1,82,-5,8,1018,cv,1.34,0,0
2979,2014,5,5,2,65,-2,7,1018,cv,1.79,0,0
2980,2014,5,5,3,85,-3,6,1018,NW,1.79,0,0
2981,2014,5,5,4,63,-5,7,1018,cv,0.45,0,0
2982,2014,5,5,5,48,-4,6,1019,NE,3.13,0,0
2983,2014,5,5,6,36,-2,8,1020,NW,3.13,0,0
2984,2014,5,5,7,44,-4,11,1020,NW,6.26,0,0
2985,2014,5,5,8,49,-7,14,1020,NW,11.18,0,0
2986,2014,5,5,9,35,-9,16,1020,NW,15.2,0,0
2987,2014,5,5,10,39,-10,16,1020,NE,3.13,0,0
2988,2014,5,5,11,52,-11,16,1020,cv,1.79,0,0
2989,2014,5,5,12,31,-10,18,1018,cv,3.58,0,0
2990,2014,5,5,13,39,-9,19,1017,cv,5.37,0,0
2991,2014,5,5,14,36,-9,21,1016,NW,4.92,0,0
2992,2014,5,5,15,33,-9,21,1015,NW,8.94,0,0
2993,2014,5,5,16,33,-8,19,1014,SE,5.81,0,0
2994,2014,5,5,17,38,-8,20,1014,SE,10.73,0,0
2995,2014,5,5,18,32,-7,19,1014,SE,16.54,0,0
2996,2014,5,5,19,39,-6,18,1014,SE,20.56,0,0
2997,2014,5,5,20,38,-4,15,1015,SE,22.35,0,0
2998,2014,5,5,21,34,-4,14,1015,SE,25.48,0,0
2999,2014,5,5,22,50,-3,14,1015,SE,28.61,0,0
3000,2014,5,5,23,59,0,12,1015,cv,0.89,0,0
3001,2014,5,6,0,59,-1,11,1015,SE,1.79,0,0
3002,2014,5,6,1,56,0,11,1014,SE,4.92,0,0
3003,2014,5,6,2,63,1,10,1014,SE,6.71,0,0
3004,2014,5,6,3,72,0,10,1013,SE,8.5,0,0
3005,2014,5,6,4,71,1,11,1013,cv,0.89,0,0
3006,2014,5,6,5,75,1,10,1012,cv,1.78,0,0
3007,2014,5,6,6,71,0,9,1012,cv,2.67,0,0
3008,2014,5,6,7,61,0,13,1012,NW,1.79,0,0
3009,2014,5,6,8,93,2,15,1011,NW,4.92,0,0
3010,2014,5,6,9,97,3,16,1011,SE,1.79,0,0
3011,2014,5,6,10,110,4,17,1010,SE,4.92,0,0
3012,2014,5,6,11,95,3,19,1009,cv,0.89,0,0
3013,2014,5,6,12,103,4,19,1008,SE,1.79,0,0
3014,2014,5,6,13,123,5,21,1007,cv,1.79,0,0
3015,2014,5,6,14,138,4,21,1006,SE,3.13,0,0
