No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
427,2014,1,18,18,95,-19,3,1032,SE,17.88,0,0
428,2014,1,18,19,111,-16,1,1032,cv,0.89,0,0
429,2014,1,18,20,112,-15,1,1031,SE,1.79,0,0
430,2014,1,18,21,145,-14,1,1031,SE,5.81,0,0
431,2014,1,18,22,184,-12,-2,1032,SE,7.6,0,0
432,2014,1,18,23,178,-11,-2,1031,SE,11.62,0,0
433,2014,1,19,0,170,-9,-2,1030,SE,15.64,0,0
434,2014,1,19,1,161,-8,-2,1030,SE,19.66,0,0
435,2014,1,19,2,133,-8,-2,1030,SE,21.45,0,0
436,2014,1,19,3,114,-8,-2,1028,SE,24.58,0,0
437,2014,1,19,4,112,-7,-2,1027,cv,0.89,0,0
438,2014,1,19,5,114,-7,-3,1027,cv,1.78,0,0
439,2014,1,19,6,130,-7,-3,1026,SE,1.79,0,0
440,2014,1,19,7,133,-7,-2,1026,cv,0.89,0,0
441,2014,1,19,8,143,-7,-3,1025,cv,1.78,0,0
442,2014,1,19,9,137,-7,-2,1026,cv,2.67,0,0
443,2014,1,19,10,143,-6,-2,1026,NW,1.79,0,0
444,2014,1,19,11,145,-6,-1,1025,NW,3.58,0,0
445,2014,1,19,12,185,-7,1,1023,cv,0.89,0,0
446,2014,1,19,13,198,-8,2,1021,cv,2.68,0,0
447,2014,1,19,14,205,-9,3,1020,SE,1.79,0,0
448,2014,1,19,15,195,-9,3,1020,SE,4.92,0,0
449,2014,1,19,16,203,-9,3,1020,SE,6.71,0,0
450,2014,1,19,17,209,-9,1,1021,SE,8.5,0,0
451,2014,1,19,18,202,-9,1,1022,cv,0.89,0,0
452,2014,1,19,19,28,-21,5,1023,NW,12.07,0,0
453,2014,1,19,20,26,-21,3,1024,NW,21.9,0,0
454,2014,1,19,21,22,-21,2,1025,NW,29.95,0,0
455,2014,1,19,22,24,-22,2,1026,NW,38.89,0,0
456,2014,1,19,23,16,-21,1,1025,NW,46.04,0,0
457,2014,1,20,0,16,-19,-1,1025,NW,50.06,0,0
458,2014,1,20,1,17,-20,0,1026,NW,59.89,0,0
459,2014,1,20,2,7,-21,-1,1027,NW,69.72,0,0
460,2014,1,20,3,9,-23,-1,1027,NW,84.92,0,0
461,2014,1,20,4,10,-22,-2,1027,NW,97.88,0,0
462,2014,1,20,5,8,-21,-2,1028,NW,109.06,0,0
463,2014,1,20,6,7,-21,-3,1028,NW,114.87,0,0
464,2014,1,20,7,10,-21,-2,1028,NW,123.81,0,0
465,2014,1,20,8,11,-21,-2,1029,NW,135.88,0,0
466,2014,1,20,9,11,-21,-1,1029,NW,147.06,0,0
467,2014,1,20,10,10,-23,0,1030,NW,159.13,0,0
468,2014,1,20,11,7,-24,1,1030,NW,171.2,0,0
469,2014,1,20,12,9,-25,2,1030,NW,183.27,0,0
470,2014,1,20,13,14,-24,3,1029,NW,194.45,0,0
471,2014,1,20,14,13,-24,4,1029,NW,207.41,0,0
472,2014,1,20,15,14,-25,3,1029,NW,219.48,0,0
473,2014,1,20,16,9,-24,3,1030,NW,230.66,0,0
474,2014,1,20,17,14,-24,2,1030,NW,240.49,0,0
475,2014,1,20,18,9,-24,1,1032,NW,250.32,0,0
476,2014,1,20,19,8,-23,0,1032,NW,258.37,0,0
477,2014,1,20,20,10,-20,0,1033,NW,265.52,0,0
478,2014,1,20,21,8,-20,-1,1034,NW,272.67,0,0
479,2014,1,20,22,9,-20,-1,1034,NW,277.59,0,0
480,2014,1,20,23,11,-20,-1,1034,NW,284.74,0,0
481,2014,1,21,0,11,-20,-2,1034,NW,291.89,0,0
482,2014,1,21,1,10,-20,-3,1034,NW,297.7,0,0
483,2014,1,21,2,15,-22,-2,1034,NW,306.64,0,0
484,2014,1,21,3,13,-22,-6,1035,NW,310.66,0,0
485,2014,1,21,4,16,-22,-4,1035,NW,315.58,0,0
486,2014,1,21,5,13,-22,-6,1035,NW,318.71,0,0
487,2014,1,21,6,18,-21,-5,1035,NW,323.63,0,0
488,2014,1,21,7,18,-22,-5,1035,NW,328.55,0,0
489,2014,1,21,8,22,-21,-5,1035,NE,3.13,0,0
490,2014,1,21,9,23,-20,-3,1035,NE,6.26,0,0
491,2014,1,21,10,24,-21,-1,1035,NW,3.13,0,0
492,2014,1,21,11,24,-23,2,1035,NW,6.26,0,0
493,2014,1,21,12,23,-24,2,1033,cv,0.89,0,0
494,2014,1,21,13,23,-24,4,1032,NW,1.79,0,0
495,2014,1,21,14,42,-25,4,1030,cv,3.13,0,0
496,2014,1,21,15,54,-24,4,1030,SE,4.02,0,0
497,2014,1,21,16,48,-24,3,1029,SE,8.94,0,0
498,2014,1,21,17,66,-23,3,1029,SE,12.96,0,0
499,2014,1,21,18,56,-24,1,1029,SE,16.09,0,0
500,2014,1,21,19,67,-23,1,1029,SE,19.22,0,0
501,2014,1,21,20,95,-20,-1,1028,SE,21.01,0,0
502,2014,1,21,21,111,-19,-1,1028,SE,22.8,0,0
503,2014,1,21,22,112,-18,-4,1028,cv,0.89,0,0
504,2014,1,21,23,113,-18,-5,1027,NE,0.89,0,0
505,2014,1,22,0,127,-18,-6,1027,SE,1.79,0,0
506,2014,1,22,1,137,-19,-6,1026,NE,0.89,0,0
507,2014,1,22,2,164,-18,-8,1026,NW,0.89,0,0
508,2014,1,22,3,190,-18,-8,1026,NW,2.68,0,0
509,2014,1,22,4,175,-18,-9,1025,NW,4.47,0,0
510,2014,1,22,5,142,-18,-9,1025,NW,6.26,0,0
511,2014,1,22,6,107,-17,-9,1025,NW,8.05,0,0
512,2014,1,22,7,101,-19,-10,1025,NW,11.18,0,0
513,2014,1,22,8,100,-18,-9,1025,NW,14.31,0,0
514,2014,1,22,9,97,-16,-5,1025,cv,0.89,0,0
515,2014,1,22,10,101,-18,-2,1025,NW,3.13,0,0
516,2014,1,22,11,105,-20,0,1025,NW,4.92,0,0
517,2014,1,22,12,117,-20,2,1024,cv,0.89,0,0
518,2014,1,22,13,119,-20,3,1023,SE,1.79,0,0
519,2014,1,22,14,115,-21,5,1021,cv,0.89,0,0
520,2014,1,22,15,125,-22,5,1021,cv,1.78,0,0
521,2014,1,22,16,NA,-21,5,1021,SE,1.79,0,0
522,2014,1,22,17,NA,-21,4,1021,cv,0.89,0,0
523,2014,1,22,18,184,-20,1,1021,cv,1.78,0,0
524,2014,1,22,19,210,-16,-2,1021,SE,0.89,0,0
525,2014,1,22,20,213,-16,-2,1022,SE,1.78,0,0
526,2014,1,22,21,237,-16,-4,1022,SE,3.57,0,0
527,2014,1,22,22,258,-17,-5,1022,NE,1.79,0,0
528,2014,1,22,23,264,-15,-5,1022,SE,1.79,0,0
529,2014,1,23,0,324,-16,-3,1021,SE,3.58,0,0
530,2014,1,23,1,344,-16,-6,1021,NW,1.79,0,0
531,2014,1,23,2,356,-15,-7,1020,cv,0.45,0,0
532,2014,1,23,3,366,-15,-7,1020,cv,0.9,0,0
533,2014,1,23,4,350,-15,-7,1020,NW,0.89,0,0
534,2014,1,23,5,321,-16,-8,1019,cv,0.45,0,0
535,2014,1,23,6,294,-15,-8,1018,NW,0.89,0,0
536,2014,1,23,7,239,-16,-8,1018,NW,2.68,0,0
537,2014,1,23,8,219,-15,-6,1018,NW,4.47,0,0
538,2014,1,23,9,221,-13,-5,1018,cv,0.89,0,0
539,2014,1,23,10,245,-14,-2,1017,cv,1.34,0,0
540,2014,1,23,11,311,-16,0,1018,NW,1.79,0,0
541,2014,1,23,12,240,-15,2,1016,cv,0.89,0,0
542,2014,1,23,13,235,-15,2,1015,NE,1.79,0,0
543,2014,1,23,14,232,-14,2,1014,cv,0.89,0,0
544,2014,1,23,15,238,-14,3,1014,cv,1.78,0,0
545,2014,1,23,16,243,-14,3,1013,cv,2.67,0,0
546,2014,1,23,17,282,-14,1,1013,NE,0.89,0,0
547,2014,1,23,18,310,-12,-1,1014,cv,0.89,0,0
548,2014,1,23,19,295,-12,-4,1015,cv,1.78,0,0
549,2014,1,23,20,301,-11,-3,1015,NW,0.89,0,0
550,2014,1,23,21,325,-12,-5,1015,NE,1.79,0,0
551,2014,1,23,22,319,-11,-4,1015,NW,0.89,0,0
552,2014,1,23,23,335,-11,-3,1016,NW,2.68,0,0
553,2014,1,24,0,301,-11,-3,1015,NW,4.47,0,0
554,2014,1,24,1,312,-12,-3,1016,NW,6.26,0,0
555,2014,1,24,2,316,-11,-3,1015,NW,8.05,0,0
556,2014,1,24,3,296,-11,-3,1014,NW,11.18,0,0
557,2014,1,24,4,270,-12,-2,1015,NW,12.97,0,0
558,2014,1,24,5,252,-12,-3,1014,NW,16.99,0,0
559,2014,1,24,6,234,-12,-3,1014,NW,21.91,0,0
560,2014,1,24,7,233,-12,-3,1016,cv,0.89,0,0
561,2014,1,24,8,241,-12,-3,1016,cv,1.78,0,0
562,2014,1,24,9,231,-12,-1,1017,NW,1.79,0,0
563,2014,1,24,10,214,-13,1,1017,NW,3.58,0,0
564,2014,1,24,11,210,-16,4,1019,NW,6.71,0,0
565,2014,1,24,12,178,-15,5,1018,NW,11.63,0,0
566,2014,1,24,13,142,-16,7,1017,NW,15.65,0,0
567,2014,1,24,14,122,-21,10,1016,NE,4.92,0,0
568,2014,1,24,15,59,-22,10,1017,NE,8.94,0,0
569,2014,1,24,16,47,-23,10,1017,NE,13.86,0,0
570,2014,1,24,17,40,-24,9,1018,NE,17.88,0,0
571,2014,1,24,18,32,-24,9,1019,NE,21.9,0,0
572,2014,1,24,19,48,-25,8,1020,NE,25.92,0,0
573,2014,1,24,20,32,-24,5,1021,NE,29.05,0,0
574,2014,1,24,21,25,-23,4,1021,NW,3.13,0,0
575,2014,1,24,22,26,-23,4,1021,NE,1.79,0,0
576,2014,1,24,23,43,-21,1,1022,NW,4.02,0,0
577,2014,1,25,0,54,-20,1,1023,NE,1.79,0,0
578,2014,1,25,1,55,-19,-1,1022,NW,1.79,0,0
579,2014,1,25,2,53,-17,-1,1023,cv,0.89,0,0
580,2014,1,25,3,60,-17,-1,1023,cv,1.78,0,0
581,2014,1,25,4,55,-17,-1,1023,NW,1.79,0,0
582,2014,1,25,5,42,-15,-2,1023,NW,3.58,0,0
583,2014,1,25,6,36,-19,1,1024,NW,6.71,0,0
584,2014,1,25,7,32,-21,1,1025,NW,9.84,0,0
585,2014,1,25,8,14,-20,0,1026,NW,12.97,0,0
586,2014,1,25,9,15,-21,5,1027,NW,16.99,0,0
587,2014,1,25,10,18,-20,6,1028,NE,4.02,0,0
588,2014,1,25,11,14,-21,6,1028,NE,8.94,0,0
589,2014,1,25,12,15,-22,6,1028,NE,14.75,0,0
590,2014,1,25,13,15,-22,6,1027,NE,20.56,0,0
591,2014,1,25,14,14,-24,6,1027,NE,26.37,0,0
592,2014,1,25,15,19,-24,6,1027,NE,31.29,0,0
593,2014,1,25,16,17,-24,5,1027,NE,35.31,0,0
594,2014,1,25,17,16,-24,4,1028,SE,0.89,0,0
595,2014,1,25,18,14,-23,0,1029,cv,0.89,0,0
596,2014,1,25,19,33,-20,-1,1030,NW,0.89,0,0
597,2014,1,25,20,45,-22,-2,1031,NW,4.02,0,0
598,2014,1,25,21,55,-13,0,1032,SE,3.13,0,0
599,2014,1,25,22,71,-7,0,1033,SE,6.26,0,0
600,2014,1,25,23,59,-7,-1,1034,SE,10.28,0,0
601,2014,1,26,0,42,-8,-2,1034,SE,13.41,0,0
602,2014,1,26,1,31,-9,-3,1034,SE,15.2,0,0
603,2014,1,26,2,30,-9,-5,1034,cv,0.89,0,0
604,2014,1,26,3,39,-8,-3,1034,SE,1.79,0,0
605,2014,1,26,4,23,-9,-2,1033,SE,3.58,0,0
606,2014,1,26,5,26,-9,-2,1033,SE,5.37,0,0
607,2014,1,26,6,25,-10,-3,1033,SE,7.16,0,0
608,2014,1,26,7,26,-12,-5,1034,SE,10.29,0,0
609,2014,1,26,8,24,-12,-6,1034,SE,12.08,0,0
610,2014,1,26,9,29,-11,-3,1033,SE,13.87,0,0
611,2014,1,26,10,28,-10,-1,1033,SE,17,0,0
612,2014,1,26,11,35,-11,1,1032,SE,21.02,0,0
613,2014,1,26,12,35,-11,2,1031,SE,25.94,0,0
614,2014,1,26,13,38,-12,2,1029,SE,30.86,0,0
615,2014,1,26,14,49,-12,2,1027,SE,34.88,0,0
616,2014,1,26,15,65,-12,3,1026,SE,38.9,0,0
617,2014,1,26,16,72,-13,3,1024,SE,42.92,0,0
618,2014,1,26,17,74,-13,2,1024,SE,44.71,0,0
619,2014,1,26,18,80,-13,1,1024,cv,0.89,0,0
620,2014,1,26,19,88,-12,0,1024,SE,3.13,0,0
621,2014,1,26,20,106,-12,0,1023,SE,6.26,0,0
622,2014,1,26,21,113,-10,-1,1023,SE,8.05,0,0
623,2014,1,26,22,139,-8,-2,1022,SE,11.18,0,0
624,2014,1,26,23,119,-8,-3,1021,SE,12.97,0,0
625,2014,1,27,0,122,-8,-3,1020,SE,14.76,0,0
626,2014,1,27,1,116,-9,-5,1020,cv,0.45,0,0
627,2014,1,27,2,132,-10,-6,1019,NE,0.89,0,0
628,2014,1,27,3,120,-10,-6,1019,cv,0.45,0,0
629,2014,1,27,4,111,-10,-7,1018,NW,1.79,0,0
630,2014,1,27,5,108,-10,-6,1017,NW,3.58,0,0
631,2014,1,27,6,110,-11,-7,1017,NW,6.71,0,0
632,2014,1,27,7,119,-10,-7,1017,NW,8.5,0,0
633,2014,1,27,8,125,-10,-6,1017,NW,10.29,0,0
634,2014,1,27,9,143,-8,-4,1017,NW,13.42,0,0
635,2014,1,27,10,149,-8,-1,1017,NW,16.55,0,0
636,2014,1,27,11,133,-11,2,1018,NW,19.68,0,0
637,2014,1,27,12,136,-12,3,1017,NW,22.81,0,0
638,2014,1,27,13,149,-12,5,1016,NW,25.94,0,0
639,2014,1,27,14,161,-12,7,1016,NW,29.07,0,0
640,2014,1,27,15,167,-12,7,1016,NW,30.86,0,0
641,2014,1,27,16,167,-12,7,1017,NW,32.65,0,0
642,2014,1,27,17,53,-12,6,1018,cv,0.89,0,0
643,2014,1,27,18,19,-20,8,1020,NW,7.15,0,0
644,2014,1,27,19,32,-27,7,1022,NW,16.09,0,0
645,2014,1,27,20,15,-27,7,1023,NW,27.27,0,0
646,2014,1,27,21,11,-28,5,1025,NW,36.21,0,0
647,2014,1,27,22,10,-28,4,1026,NW,44.26,0,0
648,2014,1,27,23,11,-26,2,1027,NE,3.13,0,0
649,2014,1,28,0,11,-24,2,1028,NE,4.92,0,0
650,2014,1,28,1,9,-21,-1,1028,NW,3.13,0,0
651,2014,1,28,2,19,-21,-3,1029,NW,7.15,0,0
652,2014,1,28,3,13,-21,-4,1029,NW,10.28,0,0
653,2014,1,28,4,13,-21,-5,1029,NW,13.41,0,0
654,2014,1,28,5,14,-22,-5,1029,cv,0.89,0,0
655,2014,1,28,6,17,-21,-4,1029,NE,3.13,0,0
656,2014,1,28,7,16,-22,-3,1030,SE,1.79,0,0
657,2014,1,28,8,18,-21,-4,1031,cv,0.89,0,0
658,2014,1,28,9,31,-19,0,1031,cv,1.78,0,0
659,2014,1,28,10,23,-22,1,1031,SE,1.79,0,0
660,2014,1,28,11,15,-16,2,1031,SE,4.92,0,0
661,2014,1,28,12,57,-16,3,1030,SE,8.94,0,0
662,2014,1,28,13,65,-11,5,1028,SE,14.75,0,0
663,2014,1,28,14,64,-12,5,1028,SE,20.56,0,0
664,2014,1,28,15,65,-11,5,1027,SE,25.48,0,0
665,2014,1,28,16,64,-12,5,1026,SE,30.4,0,0
666,2014,1,28,17,81,-13,4,1025,SE,34.42,0,0
667,2014,1,28,18,75,-14,1,1025,SE,37.55,0,0
668,2014,1,28,19,70,-13,0,1025,SE,40.68,0,0
669,2014,1,28,20,71,-10,1,1025,SE,44.7,0,0
670,2014,1,28,21,83,-8,-1,1025,SE,48.72,0,0
671,2014,1,28,22,74,-8,-2,1024,SE,52.74,0,0
672,2014,1,28,23,86,-8,-3,1023,SE,54.53,0,0
673,2014,1,29,0,75,-9,-4,1023,SE,56.32,0,0
674,2014,1,29,1,72,-9,-5,1022,NE,1.79,0,0
675,2014,1,29,2,74,-8,-4,1021,SE,1.79,0,0
676,2014,1,29,3,76,-9,-5,1020,cv,0.89,0,0
677,2014,1,29,4,84,-10,-6,1019,cv,1.34,0,0
678,2014,1,29,5,81,-10,-7,1017,NE,0.89,0,0
679,2014,1,29,6,86,-10,-7,1016,cv,0.89,0,0
680,2014,1,29,7,84,-10,-7,1016,NE,0.89,0,0
681,2014,1,29,8,88,-10,-7,1015,SE,1.79,0,0
682,2014,1,29,9,91,-7,-3,1016,cv,0.89,0,0
683,2014,1,29,10,102,-7,-2,1015,SE,1.79,0,0
684,2014,1,29,11,121,-7,0,1014,SE,3.58,0,0
685,2014,1,29,12,132,-8,1,1013,NE,1.79,0,0
686,2014,1,29,13,163,-9,2,1012,SE,1.79,0,0
687,2014,1,29,14,175,-9,2,1011,cv,0.89,0,0
688,2014,1,29,15,190,-9,3,1011,cv,1.78,0,0
689,2014,1,29,16,203,-9,3,1011,cv,2.67,0,0
690,2014,1,29,17,205,-9,2,1011,cv,3.56,0,0
691,2014,1,29,18,217,-8,-1,1011,NE,0.89,0,0
692,2014,1,29,19,241,-9,-3,1012,NE,1.78,0,0
693,2014,1,29,20,226,-9,-3,1013,NW,1.79,0,0
694,2014,1,29,21,225,-9,-3,1013,NW,4.92,0,0
695,2014,1,29,22,205,-10,-4,1013,NW,8.05,0,0
696,2014,1,29,23,213,-8,-2,1013,cv,0.89,0,0
697,2014,1,30,0,229,-10,-3,1014,cv,1.78,0,0
698,2014,1,30,1,217,-10,-3,1014,cv,2.67,0,0
699,2014,1,30,2,218,-10,-4,1015,SE,1.79,0,0
700,2014,1,30,3,128,-10,-2,1015,cv,0.89,0,0
701,2014,1,30,4,88,-15,-1,1016,NW,4.92,0,0
702,2014,1,30,5,20,-14,-4,1016,NW,8.94,0,0
703,2014,1,30,6,16,-21,1,1017,NW,14.75,0,0
704,2014,1,30,7,6,-20,0,1018,NW,18.77,0,0
705,2014,1,30,8,12,-19,-2,1019,NW,21.9,0,0
706,2014,1,30,9,20,-23,4,1020,cv,0.89,0,0
707,2014,1,30,10,26,-24,4,1021,NE,4.02,0,0
708,2014,1,30,11,16,-26,5,1021,NE,7.15,0,0
709,2014,1,30,12,16,-27,7,1020,NE,8.94,0,0
710,2014,1,30,13,16,-27,7,1018,SE,3.13,0,0
711,2014,1,30,14,12,-26,8,1017,SE,4.92,0,0
712,2014,1,30,15,17,-26,8,1017,SE,6.71,0,0
713,2014,1,30,16,17,-26,8,1017,SE,10.73,0,0
714,2014,1,30,17,25,-24,7,1017,SE,14.75,0,0
715,2014,1,30,18,39,-24,4,1018,SE,16.54,0,0
716,2014,1,30,19,54,-18,4,1018,SE,21.46,0,0
717,2014,1,30,20,123,-7,2,1019,SE,26.38,0,0
718,2014,1,30,21,142,-6,0,1020,SE,29.51,0,0
719,2014,1,30,22,157,-5,-1,1020,SE,33.53,0,0
720,2014,1,30,23,190,-6,-2,1020,SE,36.66,0,0
721,2014,1,31,0,137,-7,-1,1021,SE,39.79,0,0
722,2014,1,31,1,469,-7,-1,1021,SE,41.58,0,0
723,2014,1,31,2,344,-7,-1,1021,SE,44.71,0,0
724,2014,1,31,3,281,-7,-2,1021,SE,46.5,0,0
725,2014,1,31,4,209,-8,-2,1020,cv,0.89,0,0
726,2014,1,31,5,150,-9,-4,1020,NE,0.89,0,0
727,2014,1,31,6,138,-9,-4,1020,NW,1.79,0,0
728,2014,1,31,7,133,-8,-3,1020,NW,3.58,0,0
729,2014,1,31,8,130,-8,-4,1020,NW,5.37,0,0
730,2014,1,31,9,143,-6,-1,1020,NW,9.39,0,0
731,2014,1,31,10,103,-7,1,1020,NW,13.41,0,0
732,2014,1,31,11,81,-7,2,1020,NW,17.43,0,0
733,2014,1,31,12,70,-7,2,1019,cv,0.89,0,0
734,2014,1,31,13,81,-7,3,1019,NW,1.79,0,0
735,2014,1,31,14,117,-6,3,1018,cv,0.89,0,0
736,2014,1,31,15,130,-5,3,1017,SE,1.79,0,0
737,2014,1,31,16,146,-5,3,1017,SE,3.58,0,0
738,2014,1,31,17,144,-6,2,1017,cv,0.89,0,0
739,2014,1,31,18,147,-7,2,1018,cv,1.78,0,0
740,2014,1,31,19,140,-7,1,1019,cv,2.67,0,0
741,2014,1,31,20,148,-5,2,1019,cv,3.56,0,0
742,2014,1,31,21,155,-5,2,1019,cv,4.45,0,0
743,2014,1,31,22,167,-5,2,1019,cv,4.9,0,0
744,2014,1,31,23,180,-4,2,1019,cv,5.79,0,0
745,2014,2,1,0,183,-5,2,1019,NE,0.89,0,0
746,2014,2,1,1,181,-5,2,1018,cv,0.45,0,0
747,2014,2,1,2,172,-6,2,1019,NW,1.79,0,0
748,2014,2,1,3,167,-5,2,1018,NW,2.68,0,0
749,2014,2,1,4,171,-4,1,1018,NW,4.47,0,0
750,2014,2,1,5,179,-4,1,1017,NW,6.26,0,0
751,2014,2,1,6,175,-5,1,1017,NW,8.05,0,0
752,2014,2,1,7,190,-6,2,1018,NW,11.18,0,0
753,2014,2,1,8,189,-6,2,1017,NW,14.31,0,0
754,2014,2,1,9,187,-7,3,1018,NW,17.44,0,0
755,2014,2,1,10,178,-7,3,1018,NW,20.57,0,0
756,2014,2,1,11,184,-7,3,1018,NE,0.89,0,0
757,2014,2,1,12,152,-4,4,1017,cv,0.89,0,0
758,2014,2,1,13,124,-3,4,1016,cv,1.78,0,0
759,2014,2,1,14,163,-3,4,1015,SE,1.79,0,0
760,2014,2,1,15,143,-2,4,1015,SE,3.58,0,0
761,2014,2,1,16,127,-1,4,1014,SE,5.37,0,0
762,2014,2,1,17,109,-1,4,1014,SE,8.5,0,0
763,2014,2,1,18,120,-1,4,1014,SE,11.63,0,0
764,2014,2,1,19,135,-1,3,1013,SE,14.76,0,0
765,2014,2,1,20,118,-1,3,1013,SE,17.89,0,0
766,2014,2,1,21,132,-1,2,1013,SE,21.02,0,0
767,2014,2,1,22,141,-1,2,1013,SE,25.04,0,0
768,2014,2,1,23,144,-1,2,1012,SE,28.17,0,0
769,2014,2,2,0,141,-1,2,1012,SE,29.96,0,0
770,2014,2,2,1,144,-1,2,1012,SE,33.09,0,0
771,2014,2,2,2,159,-1,2,1012,SE,36.22,0,0
772,2014,2,2,3,163,-1,2,1011,SE,39.35,0,0
773,2014,2,2,4,174,-1,2,1011,SE,41.14,0,0
774,2014,2,2,5,164,-2,2,1011,cv,0.89,0,0
775,2014,2,2,6,171,-2,1,1012,NW,3.13,0,0
776,2014,2,2,7,162,-3,-1,1012,NW,7.15,0,0
777,2014,2,2,8,152,-2,2,1013,NW,12.96,0,0
778,2014,2,2,9,141,-5,5,1014,NW,20.11,0,0
779,2014,2,2,10,66,-10,8,1015,NW,28.16,0,0
780,2014,2,2,11,22,-19,10,1015,NW,37.1,0,0
781,2014,2,2,12,15,-20,10,1014,NW,49.17,0,0
782,2014,2,2,13,13,-21,10,1014,NW,60.35,0,0
783,2014,2,2,14,13,-21,10,1014,NW,70.18,0,0
784,2014,2,2,15,12,-24,9,1015,NW,81.36,0,0
785,2014,2,2,16,13,-24,9,1015,NW,89.41,0,0
786,2014,2,2,17,10,-27,6,1017,NW,98.35,0,0
787,2014,2,2,18,9,-29,4,1018,NW,104.16,0,0
788,2014,2,2,19,8,-33,3,1020,NE,4.92,0,0
789,2014,2,2,20,9,-34,3,1020,NE,10.73,0,0
790,2014,2,2,21,7,-34,2,1021,NE,14.75,0,0
791,2014,2,2,22,9,-33,2,1021,NE,18.77,0,0
792,2014,2,2,23,8,-35,1,1022,NE,21.9,0,0
793,2014,2,3,0,10,-35,1,1023,NE,26.82,0,0
794,2014,2,3,1,8,-34,0,1024,NE,28.61,0,0
795,2014,2,3,2,10,-29,0,1024,NE,30.4,0,0
796,2014,2,3,3,9,-28,0,1025,cv,0.89,0,0
797,2014,2,3,4,6,-21,-1,1026,NW,8.05,0,0
798,2014,2,3,5,6,-31,-2,1027,NW,13.86,0,0
799,2014,2,3,6,7,-35,-3,1028,NW,22.8,0,0
800,2014,2,3,7,5,-33,-4,1028,NW,29.95,0,0
801,2014,2,3,8,6,-33,-3,1029,NW,38.89,0,0
802,2014,2,3,9,6,-32,-2,1029,NW,46.94,0,0
803,2014,2,3,10,4,-32,-1,1029,NW,54.99,0,0
804,2014,2,3,11,4,-33,0,1029,NW,63.04,0,0
805,2014,2,3,12,6,-36,0,1027,NW,71.09,0,0
806,2014,2,3,13,6,-37,1,1026,NW,80.03,0,0
807,2014,2,3,14,6,-36,2,1025,NW,88.08,0,0
808,2014,2,3,15,4,-39,2,1025,NW,96.13,0,0
809,2014,2,3,16,6,-40,2,1025,NW,104.18,0,0
810,2014,2,3,17,6,-38,1,1026,NW,113.12,0,0
811,2014,2,3,18,6,-33,-1,1027,NW,118.04,0,0
812,2014,2,3,19,6,-34,-5,1028,NW,122.06,0,0
813,2014,2,3,20,11,-33,-5,1028,NW,126.08,0,0
814,2014,2,3,21,11,-33,-3,1029,NE,4.02,0,0
815,2014,2,3,22,13,-33,-5,1029,NE,5.81,0,0
816,2014,2,3,23,16,-32,-3,1029,NW,4.92,0,0
817,2014,2,4,0,3,-32,-5,1029,NW,6.71,0,0
818,2014,2,4,1,7,-31,-4,1030,NW,12.52,0,0
819,2014,2,4,2,6,-32,-5,1030,NW,19.67,0,0
820,2014,2,4,3,6,-32,-5,1030,NW,25.48,0,0
821,2014,2,4,4,6,-32,-5,1030,NW,30.4,0,0
822,2014,2,4,5,6,-32,-6,1030,NW,35.32,0,0
823,2014,2,4,6,7,-32,-6,1030,NW,40.24,0,0
824,2014,2,4,7,10,-32,-6,1031,NW,46.05,0,0
825,2014,2,4,8,10,-32,-5,1032,NW,51.86,0,0
826,2014,2,4,9,9,-32,-3,1032,NW,56.78,0,0
827,2014,2,4,10,12,-32,-2,1032,NW,63.93,0,0
828,2014,2,4,11,12,-34,-2,1032,NW,71.08,0,0
829,2014,2,4,12,11,-33,0,1031,NW,72.87,0,0
830,2014,2,4,13,10,-37,1,1030,NW,76,0,0
831,2014,2,4,14,6,-38,0,1028,NW,80.02,0,0
832,2014,2,4,15,8,-37,1,1028,NW,81.81,0,0
833,2014,2,4,16,7,-36,0,1028,SE,3.13,0,0
834,2014,2,4,17,18,-33,0,1027,SE,6.26,0,0
835,2014,2,4,18,17,-30,-2,1027,NE,0.89,0,0
836,2014,2,4,19,50,-27,-4,1028,SE,0.89,0,0
837,2014,2,4,20,71,-27,-4,1028,SE,1.78,0,0
838,2014,2,4,21,91,-27,-2,1029,SE,3.57,0,0
839,2014,2,4,22,109,-27,-2,1029,SE,5.36,0,0
840,2014,2,4,23,126,-24,-6,1030,NE,0.89,0,0
841,2014,2,5,0,104,-22,-5,1030,SE,1.79,0,0
842,2014,2,5,1,80,-25,-5,1029,SE,3.58,0,0
843,2014,2,5,2,69,-25,-5,1029,cv,0.89,0,0
844,2014,2,5,3,62,-25,-6,1029,SE,1.79,0,0
845,2014,2,5,4,73,-24,-7,1029,cv,0.89,0,0
846,2014,2,5,5,115,-25,-8,1029,cv,1.34,0,0
847,2014,2,5,6,155,-24,-11,1029,cv,2.23,0,0
848,2014,2,5,7,148,-22,-11,1030,NE,0.89,0,0
849,2014,2,5,8,114,-22,-11,1030,NE,1.78,0,0
850,2014,2,5,9,94,-22,-6,1030,cv,0.89,0,0
851,2014,2,5,10,117,-20,-4,1030,cv,1.78,0,0
852,2014,2,5,11,118,-19,-2,1030,cv,2.67,0,0
853,2014,2,5,12,116,-19,1,1029,cv,3.56,0,0
854,2014,2,5,13,96,-16,1,1028,cv,4.45,0,0
855,2014,2,5,14,96,-14,1,1027,SE,4.02,0,0
